pair_id,actor,statement,repetition,intensity,happy_sample_id,sad_sample_id,condition_id,prompt,happy_verbalizer,sad_verbalizer,happy_token_ids,sad_token_ids,layer_index,head_index,layer,patch_site,patch_kind,baseline_happy_happy_score,baseline_happy_sad_score,baseline_sad_happy_score,baseline_sad_sad_score,baseline_happy_margin,baseline_sad_margin,patched_happy_target_happy_score,patched_happy_target_sad_score,patched_sad_target_happy_score,patched_sad_target_sad_score,patched_happy_target_margin,patched_sad_target_margin,happy_effect_toward_sad,sad_effect_toward_happy,counterfactual_effect,happy_direction,sad_direction,error
pair_0095,24,02,02,01,pair_0095_happy,pair_0095_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],20,12,layer_20,pre_o_proj_decision_head,attention_head,-17.84119987487793,-14.09777545928955,-17.919200897216797,-14.292767524719238,-3.743424415588379,-3.6264333724975586,-17.85094451904297,-14.133942604064941,-17.91042709350586,-14.256312370300293,-3.7170019149780273,-3.6541147232055664,-0.026422500610351562,-0.027681350708007812,-0.027051925659179688,False,False,
pair_0000,01,01,01,01,pair_0000_happy,pair_0000_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.784337997436523,-14.192665100097656,-18.59215545654297,-14.119668960571289,-4.591672897338867,-4.47248649597168,-18.76874542236328,-14.226639747619629,-18.6087646484375,-14.089305877685547,-4.542105674743652,-4.519458770751953,-0.049567222595214844,-0.04697227478027344,-0.04826974868774414,False,False,
pair_0001,01,01,02,01,pair_0001_happy,pair_0001_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.62534523010254,-13.82693862915039,-18.685665130615234,-13.871679306030273,-4.798406600952148,-4.813985824584961,-18.700590133666992,-13.83112621307373,-18.609699249267578,-13.867856979370117,-4.869463920593262,-4.741842269897461,0.07105731964111328,0.0721435546875,0.07160043716430664,True,True,
pair_0002,01,02,01,01,pair_0002_happy,pair_0002_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.101184844970703,-14.566595077514648,-18.250112533569336,-14.308186531066895,-3.5345897674560547,-3.9419260025024414,-18.085996627807617,-14.591300010681152,-18.266687393188477,-14.28425121307373,-3.494696617126465,-3.982436180114746,-0.039893150329589844,-0.04051017761230469,-0.040201663970947266,False,False,
pair_0003,01,02,02,01,pair_0003_happy,pair_0003_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.006914138793945,-14.501709938049316,-18.291980743408203,-14.688089370727539,-3.505204200744629,-3.603891372680664,-18.012388229370117,-14.511482238769531,-18.288190841674805,-14.678423881530762,-3.500905990600586,-3.609766960144043,-0.004298210144042969,-0.005875587463378906,-0.0050868988037109375,False,False,
pair_0004,02,01,01,01,pair_0004_happy,pair_0004_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.301326751708984,-14.038238525390625,-18.725671768188477,-13.857430458068848,-4.263088226318359,-4.868241310119629,-18.329280853271484,-13.96339225769043,-18.70391273498535,-13.932034492492676,-4.365888595581055,-4.771878242492676,0.10280036926269531,0.09636306762695312,0.09958171844482422,True,True,
pair_0005,02,01,02,01,pair_0005_happy,pair_0005_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.589427947998047,-14.114439964294434,-18.74413299560547,-14.046891212463379,-4.474987983703613,-4.69724178314209,-18.5965633392334,-14.041032791137695,-18.736801147460938,-14.118374824523926,-4.555530548095703,-4.618426322937012,0.08054256439208984,0.07881546020507812,0.07967901229858398,True,True,
pair_0006,02,02,01,01,pair_0006_happy,pair_0006_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-17.821413040161133,-14.312002182006836,-17.82419204711914,-14.049148559570312,-3.509410858154297,-3.775043487548828,-17.806089401245117,-14.300581932067871,-17.83909034729004,-14.060063362121582,-3.505507469177246,-3.779026985168457,-0.0039033889770507812,-0.003983497619628906,-0.003943443298339844,False,False,
pair_0007,02,02,02,01,pair_0007_happy,pair_0007_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-17.819889068603516,-14.41187572479248,-17.866769790649414,-14.385616302490234,-3.408013343811035,-3.4811534881591797,-17.83592987060547,-14.434408187866211,-17.851213455200195,-14.360485076904297,-3.401521682739258,-3.4907283782958984,-0.006491661071777344,-0.00957489013671875,-0.008033275604248047,False,False,
pair_0008,03,01,01,01,pair_0008_happy,pair_0008_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.818166732788086,-14.119091033935547,-18.65387725830078,-14.069162368774414,-4.699075698852539,-4.584714889526367,-18.779306411743164,-14.094096183776855,-18.68813133239746,-14.093257904052734,-4.685210227966309,-4.594873428344727,-0.013865470886230469,-0.010158538818359375,-0.012012004852294922,False,False,
pair_0009,03,01,02,01,pair_0009_happy,pair_0009_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.729928970336914,-14.011101722717285,-18.5625,-14.185173034667969,-4.718827247619629,-4.377326965332031,-18.708459854125977,-14.020000457763672,-18.585847854614258,-14.176877975463867,-4.688459396362305,-4.408969879150391,-0.03036785125732422,-0.031642913818359375,-0.031005382537841797,False,False,
pair_0010,03,02,01,01,pair_0010_happy,pair_0010_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.31175994873047,-14.61680793762207,-17.840412139892578,-14.470471382141113,-3.6949520111083984,-3.369940757751465,-18.284637451171875,-14.578739166259766,-17.866430282592773,-14.506424903869629,-3.7058982849121094,-3.3600053787231445,0.010946273803710938,0.009935379028320312,0.010440826416015625,True,True,
pair_0011,03,02,02,01,pair_0011_happy,pair_0011_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.231765747070312,-14.706853866577148,-17.838123321533203,-14.506670951843262,-3.524911880493164,-3.3314523696899414,-18.17835235595703,-14.637301445007324,-17.892539978027344,-14.57387638092041,-3.541050910949707,-3.3186635971069336,0.01613903045654297,0.012788772583007812,0.01446390151977539,True,True,
pair_0012,04,01,01,01,pair_0012_happy,pair_0012_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.358745574951172,-13.756012916564941,-18.717449188232422,-13.85068130493164,-4.6027326583862305,-4.866767883300781,-18.434051513671875,-13.749752044677734,-18.64417266845703,-13.856600761413574,-4.684299468994141,-4.787571907043457,0.08156681060791016,0.07919597625732422,0.08038139343261719,True,True,
pair_0013,04,01,02,01,pair_0013_happy,pair_0013_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.70948600769043,-14.139888763427734,-18.57384490966797,-13.96951675415039,-4.569597244262695,-4.604328155517578,-18.763168334960938,-14.175097465515137,-18.52361488342285,-13.936111450195312,-4.588070869445801,-4.587503433227539,0.01847362518310547,0.016824722290039062,0.017649173736572266,True,True,
pair_0014,04,02,01,01,pair_0014_happy,pair_0014_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-17.875215530395508,-14.271656036376953,-17.993194580078125,-14.42282485961914,-3.6035594940185547,-3.5703697204589844,-17.86996841430664,-14.277474403381348,-17.998455047607422,-14.415935516357422,-3.592494010925293,-3.58251953125,-0.011065483093261719,-0.012149810791015625,-0.011607646942138672,False,False,
pair_0015,04,02,02,01,pair_0015_happy,pair_0015_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-17.90298080444336,-14.51931095123291,-18.07615089416504,-14.267594337463379,-3.383669853210449,-3.80855655670166,-17.904077529907227,-14.518049240112305,-18.07375144958496,-14.269491195678711,-3.386028289794922,-3.80426025390625,0.0023584365844726562,0.004296302795410156,0.0033273696899414062,True,True,
pair_0016,05,01,01,01,pair_0016_happy,pair_0016_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.692672729492188,-14.135289192199707,-18.536806106567383,-14.340117454528809,-4.5573835372924805,-4.196688652038574,-18.64554214477539,-14.272063255310059,-18.5748348236084,-14.200989723205566,-4.373478889465332,-4.373845100402832,-0.18390464782714844,-0.1771564483642578,-0.18053054809570312,False,False,
pair_0017,05,01,02,01,pair_0017_happy,pair_0017_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.638935089111328,-14.255763053894043,-18.50379180908203,-13.944811820983887,-4.383172035217285,-4.5589799880981445,-18.64014434814453,-14.269386291503906,-18.502004623413086,-13.93144416809082,-4.370758056640625,-4.570560455322266,-0.012413978576660156,-0.011580467224121094,-0.011997222900390625,False,False,
pair_0018,05,02,01,01,pair_0018_happy,pair_0018_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.000730514526367,-14.714016914367676,-18.26675796508789,-14.785633087158203,-3.2867136001586914,-3.4811248779296875,-18.078067779541016,-14.795372009277344,-18.18771743774414,-14.701805114746094,-3.282695770263672,-3.485912322998047,-0.004017829895019531,-0.004787445068359375,-0.004402637481689453,False,False,
pair_0019,05,02,02,01,pair_0019_happy,pair_0019_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.202608108520508,-14.727049827575684,-17.76186752319336,-14.475021362304688,-3.475558280944824,-3.286846160888672,-18.17069435119629,-14.699999809265137,-17.79378890991211,-14.501084327697754,-3.4706945419311523,-3.2927045822143555,-0.004863739013671875,-0.005858421325683594,-0.005361080169677734,False,False,
pair_0020,06,01,01,01,pair_0020_happy,pair_0020_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.270139694213867,-14.0554780960083,-18.622514724731445,-14.09838581085205,-4.214661598205566,-4.5241289138793945,-18.309192657470703,-14.032514572143555,-18.580272674560547,-14.120101928710938,-4.276678085327148,-4.460170745849609,0.06201648712158203,0.06395816802978516,0.0629873275756836,True,True,
pair_0021,06,01,02,01,pair_0021_happy,pair_0021_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.518516540527344,-14.262524604797363,-18.693706512451172,-14.079412460327148,-4.2559919357299805,-4.614294052124023,-18.499469757080078,-14.249423027038574,-18.7154541015625,-14.092681884765625,-4.250046730041504,-4.622772216796875,-0.0059452056884765625,-0.008478164672851562,-0.0072116851806640625,False,False,
pair_0022,06,02,01,01,pair_0022_happy,pair_0022_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.048234939575195,-14.446083068847656,-18.00354766845703,-14.538506507873535,-3.602151870727539,-3.465041160583496,-18.08917236328125,-14.449548721313477,-17.961772918701172,-14.534087181091309,-3.6396236419677734,-3.4276857376098633,0.037471771240234375,0.03735542297363281,0.037413597106933594,True,True,
pair_0023,06,02,02,01,pair_0023_happy,pair_0023_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-17.950851440429688,-14.493545532226562,-18.027484893798828,-14.372323989868164,-3.457305908203125,-3.655160903930664,-17.979141235351562,-14.502117156982422,-17.99738311767578,-14.363183975219727,-3.4770240783691406,-3.6341991424560547,0.019718170166015625,0.020961761474609375,0.0203399658203125,True,True,
pair_0024,07,01,01,01,pair_0024_happy,pair_0024_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.09006118774414,-13.70536994934082,-18.24040985107422,-14.0731840133667,-4.38469123840332,-4.1672258377075195,-18.08763885498047,-13.680173873901367,-18.229503631591797,-14.095394134521484,-4.407464981079102,-4.1341094970703125,0.02277374267578125,0.03311634063720703,0.02794504165649414,True,True,
pair_0025,07,01,02,01,pair_0025_happy,pair_0025_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.489057540893555,-13.88498592376709,-18.49165916442871,-13.795110702514648,-4.604071617126465,-4.6965484619140625,-18.504077911376953,-13.937417030334473,-18.47684097290039,-13.743237495422363,-4.5666608810424805,-4.733603477478027,-0.037410736083984375,-0.037055015563964844,-0.03723287582397461,False,False,
pair_0026,07,02,01,01,pair_0026_happy,pair_0026_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.1934757232666,-14.413429260253906,-18.108972549438477,-14.478107452392578,-3.7800464630126953,-3.6308650970458984,-18.21878433227539,-14.428470611572266,-18.083709716796875,-14.462678909301758,-3.790313720703125,-3.621030807495117,0.010267257690429688,0.00983428955078125,0.010050773620605469,True,True,
pair_0027,07,02,02,01,pair_0027_happy,pair_0027_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.1934757232666,-14.413429260253906,-17.917301177978516,-14.347782135009766,-3.7800464630126953,-3.56951904296875,-18.20902442932129,-14.403726577758789,-17.898353576660156,-14.355403900146484,-3.8052978515625,-3.542949676513672,0.025251388549804688,0.026569366455078125,0.025910377502441406,True,True,
pair_0028,08,01,01,01,pair_0028_happy,pair_0028_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-17.895870208740234,-14.022705078125,-18.853595733642578,-13.817150115966797,-3.8731651306152344,-5.036445617675781,-17.806617736816406,-13.97075366973877,-18.945507049560547,-13.86938190460205,-3.8358640670776367,-5.076125144958496,-0.037301063537597656,-0.039679527282714844,-0.03849029541015625,False,False,
pair_0029,08,01,02,01,pair_0029_happy,pair_0029_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.307472229003906,-13.782498359680176,-17.66484260559082,-13.374154090881348,-4.5249738693237305,-4.290688514709473,-18.234338760375977,-13.790240287780762,-17.739782333374023,-13.363245964050293,-4.444098472595215,-4.3765363693237305,-0.08087539672851562,-0.08584785461425781,-0.08336162567138672,False,False,
pair_0030,08,02,01,01,pair_0030_happy,pair_0030_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-17.869657516479492,-13.974630355834961,-17.25248908996582,-14.594927787780762,-3.8950271606445312,-2.6575613021850586,-18.014249801635742,-14.1304931640625,-17.098552703857422,-14.439136505126953,-3.883756637573242,-2.6594161987304688,-0.011270523071289062,-0.0018548965454101562,-0.006562709808349609,False,False,
pair_0031,08,02,02,01,pair_0031_happy,pair_0031_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-17.836416244506836,-14.024099349975586,-18.205785751342773,-14.933714866638184,-3.81231689453125,-3.27207088470459,-17.942996978759766,-14.153975486755371,-18.079940795898438,-14.772647857666016,-3.7890214920043945,-3.307292938232422,-0.02329540252685547,-0.03522205352783203,-0.02925872802734375,False,False,
pair_0032,09,01,01,01,pair_0032_happy,pair_0032_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.71563148498535,-14.05175495147705,-18.32554054260254,-13.615287780761719,-4.663876533508301,-4.71025276184082,-18.71952247619629,-14.073226928710938,-18.319034576416016,-13.593000411987305,-4.646295547485352,-4.726034164428711,-0.01758098602294922,-0.015781402587890625,-0.016681194305419922,False,False,
pair_0033,09,01,02,01,pair_0033_happy,pair_0033_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.97260284423828,-13.914822578430176,-17.69182014465332,-13.4166841506958,-5.0577802658081055,-4.2751359939575195,-18.939529418945312,-13.869436264038086,-17.714876174926758,-13.459935188293457,-5.070093154907227,-4.254940986633301,0.012312889099121094,0.02019500732421875,0.016253948211669922,True,True,
pair_0034,09,02,01,01,pair_0034_happy,pair_0034_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.46145248413086,-14.497332572937012,-18.005985260009766,-14.08935832977295,-3.9641199111938477,-3.9166269302368164,-18.49496841430664,-14.474838256835938,-17.96131134033203,-14.102850914001465,-4.020130157470703,-3.8584604263305664,0.05601024627685547,0.05816650390625,0.057088375091552734,True,True,
pair_0035,09,02,02,01,pair_0035_happy,pair_0035_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.263702392578125,-14.721343994140625,-18.236169815063477,-13.951910018920898,-3.5423583984375,-4.284259796142578,-18.19036102294922,-14.70557689666748,-18.31056785583496,-13.970917701721191,-3.4847841262817383,-4.3396501541137695,-0.05757427215576172,-0.055390357971191406,-0.05648231506347656,False,False,
pair_0036,10,01,01,01,pair_0036_happy,pair_0036_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.43072509765625,-14.279913902282715,-18.52195167541504,-13.862289428710938,-4.150811195373535,-4.659662246704102,-18.41034698486328,-14.307640075683594,-18.53799057006836,-13.836599349975586,-4.1027069091796875,-4.701391220092773,-0.048104286193847656,-0.041728973388671875,-0.044916629791259766,False,False,
pair_0037,10,01,02,01,pair_0037_happy,pair_0037_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.536893844604492,-14.135092735290527,-18.385366439819336,-13.990771293640137,-4.401801109313965,-4.394595146179199,-18.626020431518555,-14.173063278198242,-18.29405975341797,-13.951539039611816,-4.4529571533203125,-4.342520713806152,0.051156044006347656,0.052074432373046875,0.051615238189697266,True,True,
pair_0038,10,02,01,01,pair_0038_happy,pair_0038_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.626100540161133,-14.971156120300293,-18.138322830200195,-15.568587303161621,-3.65494441986084,-2.569735527038574,-18.686880111694336,-14.890522003173828,-18.060453414916992,-15.633342742919922,-3.796358108520508,-2.4271106719970703,0.14141368865966797,0.1426248550415039,0.14201927185058594,True,True,
pair_0039,10,02,02,01,pair_0039_happy,pair_0039_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-17.940845489501953,-14.391155242919922,-18.010360717773438,-14.663244247436523,-3.5496902465820312,-3.347116470336914,-17.905912399291992,-14.417078971862793,-18.04708480834961,-14.6383056640625,-3.488833427429199,-3.4087791442871094,-0.06085681915283203,-0.06166267395019531,-0.06125974655151367,False,False,
pair_0040,11,01,01,01,pair_0040_happy,pair_0040_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.623796463012695,-14.394556045532227,-18.4024658203125,-13.74590015411377,-4.229240417480469,-4.6565656661987305,-18.566211700439453,-14.27718448638916,-18.4547061920166,-13.854581832885742,-4.289027214050293,-4.600124359130859,0.05978679656982422,0.056441307067871094,0.058114051818847656,True,True,
pair_0041,11,01,02,01,pair_0041_happy,pair_0041_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.812341690063477,-14.09249210357666,-18.785491943359375,-13.815770149230957,-4.719849586486816,-4.969721794128418,-18.825105667114258,-14.037921905517578,-18.776260375976562,-13.874075889587402,-4.78718376159668,-4.90218448638916,0.06733417510986328,0.06753730773925781,0.06743574142456055,True,True,
pair_0042,11,02,01,01,pair_0042_happy,pair_0042_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.23929214477539,-14.638985633850098,-17.918140411376953,-14.4312105178833,-3.600306510925293,-3.4869298934936523,-18.184228897094727,-14.619609832763672,-17.96989631652832,-14.449082374572754,-3.5646190643310547,-3.5208139419555664,-0.03568744659423828,-0.03388404846191406,-0.03478574752807617,False,False,
pair_0043,11,02,02,01,pair_0043_happy,pair_0043_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.15532684326172,-14.518304824829102,-17.905120849609375,-14.42210578918457,-3.637022018432617,-3.4830150604248047,-18.11798667907715,-14.478160858154297,-17.940998077392578,-14.46113395690918,-3.6398258209228516,-3.4798641204833984,0.002803802490234375,0.00315093994140625,0.0029773712158203125,True,True,
pair_0044,12,01,01,01,pair_0044_happy,pair_0044_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.62382698059082,-13.893119812011719,-18.424034118652344,-13.92949390411377,-4.730707168579102,-4.494540214538574,-18.68219757080078,-13.881495475769043,-18.3638916015625,-13.942231178283691,-4.800702095031738,-4.421660423278809,0.06999492645263672,0.07287979125976562,0.07143735885620117,True,True,
pair_0045,12,01,02,01,pair_0045_happy,pair_0045_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.557336807250977,-14.15941333770752,-18.611474990844727,-14.103328704833984,-4.397923469543457,-4.508146286010742,-18.606201171875,-14.154980659484863,-18.561800003051758,-14.107690811157227,-4.451220512390137,-4.454109191894531,0.05329704284667969,0.05403709411621094,0.05366706848144531,True,True,
pair_0046,12,02,01,01,pair_0046_happy,pair_0046_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.1330623626709,-14.706695556640625,-18.050931930541992,-14.204154014587402,-3.4263668060302734,-3.84677791595459,-18.05858612060547,-14.696733474731445,-18.12697982788086,-14.21475601196289,-3.3618526458740234,-3.9122238159179688,-0.06451416015625,-0.0654458999633789,-0.06498003005981445,False,False,
pair_0047,12,02,02,01,pair_0047_happy,pair_0047_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.207361221313477,-14.713201522827148,-18.167673110961914,-14.448575019836426,-3.494159698486328,-3.7190980911254883,-18.159196853637695,-14.677326202392578,-18.215242385864258,-14.48613166809082,-3.481870651245117,-3.7291107177734375,-0.012289047241210938,-0.010012626647949219,-0.011150836944580078,False,False,
pair_0048,13,01,01,01,pair_0048_happy,pair_0048_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.664913177490234,-14.320459365844727,-18.376577377319336,-13.990562438964844,-4.344453811645508,-4.386014938354492,-18.61341667175293,-14.219330787658691,-18.421510696411133,-14.087297439575195,-4.394085884094238,-4.3342132568359375,0.04963207244873047,0.05180168151855469,0.05071687698364258,True,True,
pair_0049,13,01,02,01,pair_0049_happy,pair_0049_sad,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],21,5,layer_21,pre_o_proj_decision_head,attention_head,-18.525012969970703,-14.230103492736816,-18.583324432373047,-14.079850196838379,-4.294909477233887,-4.503474235534668,-18.48910140991211,-14.255929946899414,-18.6151180267334,-14.052348136901855,-4.233171463012695,-4.562769889831543,-0.061738014221191406,-0.059295654296875,-0.0605168342590332,False,False,
