layer,regime,fold,condition,sample_id,actor,statement,emotion,score
18,statement,actor_None_statement_02,transductive_center,pair_0019_sad,05,02,sad,0.3829919047094492
18,statement,actor_None_statement_02,transductive_center,pair_0022_happy,06,02,happy,2.6065921577828064
18,statement,actor_None_statement_02,transductive_center,pair_0022_sad,06,02,sad,3.8812600735326868
18,statement,actor_None_statement_02,transductive_center,pair_0023_happy,06,02,happy,7.00823707874472
18,statement,actor_None_statement_02,transductive_center,pair_0023_sad,06,02,sad,-1.6584786009910104
18,statement,actor_None_statement_02,transductive_center,pair_0026_happy,07,02,happy,3.7930745856657495
18,statement,actor_None_statement_02,transductive_center,pair_0026_sad,07,02,sad,4.090997428991628
18,statement,actor_None_statement_02,transductive_center,pair_0027_happy,07,02,happy,3.7930745856657495
18,statement,actor_None_statement_02,transductive_center,pair_0027_sad,07,02,sad,10.029415452614991
18,statement,actor_None_statement_02,transductive_center,pair_0030_happy,08,02,happy,5.8543262299612095
18,statement,actor_None_statement_02,transductive_center,pair_0030_sad,08,02,sad,-16.506327657168157
18,statement,actor_None_statement_02,transductive_center,pair_0031_happy,08,02,happy,11.437401561765085
18,statement,actor_None_statement_02,transductive_center,pair_0031_sad,08,02,sad,-3.9000716633960266
18,statement,actor_None_statement_02,transductive_center,pair_0034_happy,09,02,happy,-9.219628295809613
18,statement,actor_None_statement_02,transductive_center,pair_0034_sad,09,02,sad,-4.1179587183191515
18,statement,actor_None_statement_02,transductive_center,pair_0035_happy,09,02,happy,-3.5308293770583816
18,statement,actor_None_statement_02,transductive_center,pair_0035_sad,09,02,sad,-10.108843368424296
18,statement,actor_None_statement_02,transductive_center,pair_0038_happy,10,02,happy,-21.779458341592274
18,statement,actor_None_statement_02,transductive_center,pair_0038_sad,10,02,sad,1.979147287711811
18,statement,actor_None_statement_02,transductive_center,pair_0039_happy,10,02,happy,3.7855621884577104
18,statement,actor_None_statement_02,transductive_center,pair_0039_sad,10,02,sad,6.691970971951079
18,statement,actor_None_statement_02,transductive_center,pair_0042_happy,11,02,happy,1.0546502612352455
18,statement,actor_None_statement_02,transductive_center,pair_0042_sad,11,02,sad,-5.372563123895581
18,statement,actor_None_statement_02,transductive_center,pair_0043_happy,11,02,happy,-4.413965198976761
18,statement,actor_None_statement_02,transductive_center,pair_0043_sad,11,02,sad,3.456257612980856
18,statement,actor_None_statement_02,transductive_center,pair_0046_happy,12,02,happy,3.218822021524069
18,statement,actor_None_statement_02,transductive_center,pair_0046_sad,12,02,sad,4.2328219560863545
18,statement,actor_None_statement_02,transductive_center,pair_0047_happy,12,02,happy,2.707559890583312
18,statement,actor_None_statement_02,transductive_center,pair_0047_sad,12,02,sad,2.6841103430449778
18,statement,actor_None_statement_02,transductive_center,pair_0050_happy,13,02,happy,3.2649510154404595
18,statement,actor_None_statement_02,transductive_center,pair_0050_sad,13,02,sad,-1.7322971738650068
18,statement,actor_None_statement_02,transductive_center,pair_0051_happy,13,02,happy,4.173298530310561
18,statement,actor_None_statement_02,transductive_center,pair_0051_sad,13,02,sad,-3.211662203706112
18,statement,actor_None_statement_02,transductive_center,pair_0054_happy,14,02,happy,6.399625073846259
18,statement,actor_None_statement_02,transductive_center,pair_0054_sad,14,02,sad,-3.465702281480631
18,statement,actor_None_statement_02,transductive_center,pair_0055_happy,14,02,happy,1.9032246560908135
18,statement,actor_None_statement_02,transductive_center,pair_0055_sad,14,02,sad,-1.8636528285370133
18,statement,actor_None_statement_02,transductive_center,pair_0058_happy,15,02,happy,-5.5029323319905075
18,statement,actor_None_statement_02,transductive_center,pair_0058_sad,15,02,sad,5.13982179562781
18,statement,actor_None_statement_02,transductive_center,pair_0059_happy,15,02,happy,6.077595001286895
18,statement,actor_None_statement_02,transductive_center,pair_0059_sad,15,02,sad,-19.31478470925949
18,statement,actor_None_statement_02,transductive_center,pair_0062_happy,16,02,happy,3.256676921460958
18,statement,actor_None_statement_02,transductive_center,pair_0062_sad,16,02,sad,-6.474213589560314
18,statement,actor_None_statement_02,transductive_center,pair_0063_happy,16,02,happy,6.23329128560588
18,statement,actor_None_statement_02,transductive_center,pair_0063_sad,16,02,sad,9.673146042105643
18,statement,actor_None_statement_02,transductive_center,pair_0066_happy,17,02,happy,-2.5506372685618146
18,statement,actor_None_statement_02,transductive_center,pair_0066_sad,17,02,sad,-7.2082101512928745
18,statement,actor_None_statement_02,transductive_center,pair_0067_happy,17,02,happy,-6.817089621731718
18,statement,actor_None_statement_02,transductive_center,pair_0067_sad,17,02,sad,-1.0307516399775025
18,statement,actor_None_statement_02,transductive_center,pair_0070_happy,18,02,happy,-2.336549934443049
18,statement,actor_None_statement_02,transductive_center,pair_0070_sad,18,02,sad,-3.808694113274065
18,statement,actor_None_statement_02,transductive_center,pair_0071_happy,18,02,happy,5.295825595133934
18,statement,actor_None_statement_02,transductive_center,pair_0071_sad,18,02,sad,0.4623790301613653
18,statement,actor_None_statement_02,transductive_center,pair_0074_happy,19,02,happy,-10.006498730950824
18,statement,actor_None_statement_02,transductive_center,pair_0074_sad,19,02,sad,3.0138909901336817
18,statement,actor_None_statement_02,transductive_center,pair_0075_happy,19,02,happy,5.933183394264958
18,statement,actor_None_statement_02,transductive_center,pair_0075_sad,19,02,sad,-9.915488836071908
18,statement,actor_None_statement_02,transductive_center,pair_0078_happy,20,02,happy,-8.133253902599833
18,statement,actor_None_statement_02,transductive_center,pair_0078_sad,20,02,sad,5.397866417281342
18,statement,actor_None_statement_02,transductive_center,pair_0079_happy,20,02,happy,0.7894733073748625
18,statement,actor_None_statement_02,transductive_center,pair_0079_sad,20,02,sad,0.11895075659401755
18,statement,actor_None_statement_02,transductive_center,pair_0082_happy,21,02,happy,4.696798628295916
18,statement,actor_None_statement_02,transductive_center,pair_0082_sad,21,02,sad,10.437350028467606
18,statement,actor_None_statement_02,transductive_center,pair_0083_happy,21,02,happy,3.8610346386594117
18,statement,actor_None_statement_02,transductive_center,pair_0083_sad,21,02,sad,0.35979238230923727
18,statement,actor_None_statement_02,transductive_center,pair_0086_happy,22,02,happy,-1.9039860728417395
18,statement,actor_None_statement_02,transductive_center,pair_0086_sad,22,02,sad,-5.4397203447745355
18,statement,actor_None_statement_02,transductive_center,pair_0087_happy,22,02,happy,0.7556857721378947
18,statement,actor_None_statement_02,transductive_center,pair_0087_sad,22,02,sad,-6.571851109914036
18,statement,actor_None_statement_02,transductive_center,pair_0090_happy,23,02,happy,-6.422031537120731
18,statement,actor_None_statement_02,transductive_center,pair_0090_sad,23,02,sad,-0.7240046741472668
18,statement,actor_None_statement_02,transductive_center,pair_0091_happy,23,02,happy,-2.14899070498457
18,statement,actor_None_statement_02,transductive_center,pair_0091_sad,23,02,sad,11.519898869201711
18,statement,actor_None_statement_02,transductive_center,pair_0094_happy,24,02,happy,-1.6422466096449213
18,statement,actor_None_statement_02,transductive_center,pair_0094_sad,24,02,sad,-10.154316789348641
18,statement,actor_None_statement_02,transductive_center,pair_0095_happy,24,02,happy,-0.6229201986177557
18,statement,actor_None_statement_02,transductive_center,pair_0095_sad,24,02,sad,5.874002132400747
18,joint,actor_01_statement_01,raw,pair_0000_happy,01,01,happy,1.1244917114775426
18,joint,actor_01_statement_01,raw,pair_0000_sad,01,01,sad,-3.8943895724288033
18,joint,actor_01_statement_01,raw,pair_0001_happy,01,01,happy,-6.005506391871691
18,joint,actor_01_statement_01,raw,pair_0001_sad,01,01,sad,2.901152010833126
18,joint,actor_01_statement_01,source_center_noop,pair_0000_happy,01,01,happy,1.1244917114775426
18,joint,actor_01_statement_01,source_center_noop,pair_0000_sad,01,01,sad,-3.8943895724288033
18,joint,actor_01_statement_01,source_center_noop,pair_0001_happy,01,01,happy,-6.005506391871691
18,joint,actor_01_statement_01,source_center_noop,pair_0001_sad,01,01,sad,2.901152010833126
18,joint,actor_01_statement_01,independent_center,pair_0000_happy,01,01,happy,4.331666464984659
18,joint,actor_01_statement_01,independent_center,pair_0000_sad,01,01,sad,-0.6872148189216869
18,joint,actor_01_statement_01,independent_center,pair_0001_happy,01,01,happy,-2.7983316383645747
18,joint,actor_01_statement_01,independent_center,pair_0001_sad,01,01,sad,6.108326764340243
18,joint,actor_01_statement_01,independent_rank1,pair_0000_happy,01,01,happy,4.501158219059338
18,joint,actor_01_statement_01,independent_rank1,pair_0000_sad,01,01,sad,-0.06117259014402876
18,joint,actor_01_statement_01,independent_rank1,pair_0001_happy,01,01,happy,-3.177811953689904
18,joint,actor_01_statement_01,independent_rank1,pair_0001_sad,01,01,sad,6.194267419779916
18,joint,actor_01_statement_02,raw,pair_0002_happy,01,02,happy,-38.86411334052217
18,joint,actor_01_statement_02,raw,pair_0002_sad,01,02,sad,-52.28141033889185
18,joint,actor_01_statement_02,raw,pair_0003_happy,01,02,happy,-44.005174228160655
18,joint,actor_01_statement_02,raw,pair_0003_sad,01,02,sad,-41.86771244005286
18,joint,actor_01_statement_02,source_center_noop,pair_0002_happy,01,02,happy,-38.86411334052217
18,joint,actor_01_statement_02,source_center_noop,pair_0002_sad,01,02,sad,-52.28141033889185
18,joint,actor_01_statement_02,source_center_noop,pair_0003_happy,01,02,happy,-44.005174228160655
18,joint,actor_01_statement_02,source_center_noop,pair_0003_sad,01,02,sad,-41.86771244005286
18,joint,actor_01_statement_02,independent_center,pair_0002_happy,01,02,happy,2.898480209572881
18,joint,actor_01_statement_02,independent_center,pair_0002_sad,01,02,sad,-10.518816788796805
18,joint,actor_01_statement_02,independent_center,pair_0003_happy,01,02,happy,-2.2425806780656075
18,joint,actor_01_statement_02,independent_center,pair_0003_sad,01,02,sad,-0.10511888995781504
18,joint,actor_01_statement_02,independent_rank1,pair_0002_happy,01,02,happy,5.390880971790782
18,joint,actor_01_statement_02,independent_rank1,pair_0002_sad,01,02,sad,-11.167074445293263
18,joint,actor_01_statement_02,independent_rank1,pair_0003_happy,01,02,happy,-3.184089426964672
18,joint,actor_01_statement_02,independent_rank1,pair_0003_sad,01,02,sad,0.9143232953193738
18,joint,actor_02_statement_01,raw,pair_0004_happy,02,01,happy,-9.495708679571667
18,joint,actor_02_statement_01,raw,pair_0004_sad,02,01,sad,-9.814041177971202
18,joint,actor_02_statement_01,raw,pair_0005_happy,02,01,happy,-12.546329136540356
18,joint,actor_02_statement_01,raw,pair_0005_sad,02,01,sad,-5.972330690039723
18,joint,actor_02_statement_01,source_center_noop,pair_0004_happy,02,01,happy,-9.495708679571667
18,joint,actor_02_statement_01,source_center_noop,pair_0004_sad,02,01,sad,-9.814041177971202
18,joint,actor_02_statement_01,source_center_noop,pair_0005_happy,02,01,happy,-12.546329136540356
18,joint,actor_02_statement_01,source_center_noop,pair_0005_sad,02,01,sad,-5.972330690039723
18,joint,actor_02_statement_01,independent_center,pair_0004_happy,02,01,happy,2.0188635466026614
18,joint,actor_02_statement_01,independent_center,pair_0004_sad,02,01,sad,1.7005310482031266
18,joint,actor_02_statement_01,independent_center,pair_0005_happy,02,01,happy,-1.0317569103660276
18,joint,actor_02_statement_01,independent_center,pair_0005_sad,02,01,sad,5.542241536134606
18,joint,actor_02_statement_01,independent_rank1,pair_0004_happy,02,01,happy,0.6684897403298322
18,joint,actor_02_statement_01,independent_rank1,pair_0004_sad,02,01,sad,2.0116522519438753
18,joint,actor_02_statement_01,independent_rank1,pair_0005_happy,02,01,happy,-1.6069729764759657
18,joint,actor_02_statement_01,independent_rank1,pair_0005_sad,02,01,sad,6.666436403944282
18,joint,actor_02_statement_02,raw,pair_0006_happy,02,02,happy,-55.15196778517701
18,joint,actor_02_statement_02,raw,pair_0006_sad,02,02,sad,-51.7724571577501
18,joint,actor_02_statement_02,raw,pair_0007_happy,02,02,happy,-50.531163700934066
18,joint,actor_02_statement_02,raw,pair_0007_sad,02,02,sad,-47.46783214166131
18,joint,actor_02_statement_02,source_center_noop,pair_0006_happy,02,02,happy,-55.15196778517701
18,joint,actor_02_statement_02,source_center_noop,pair_0006_sad,02,02,sad,-51.7724571577501
18,joint,actor_02_statement_02,source_center_noop,pair_0007_happy,02,02,happy,-50.531163700934066
18,joint,actor_02_statement_02,source_center_noop,pair_0007_sad,02,02,sad,-47.46783214166131
18,joint,actor_02_statement_02,independent_center,pair_0006_happy,02,02,happy,-7.86870369451939
18,joint,actor_02_statement_02,independent_center,pair_0006_sad,02,02,sad,-4.489193067092479
18,joint,actor_02_statement_02,independent_center,pair_0007_happy,02,02,happy,-3.2478996102764484
18,joint,actor_02_statement_02,independent_center,pair_0007_sad,02,02,sad,-0.18456805100369422
18,joint,actor_02_statement_02,independent_rank1,pair_0006_happy,02,02,happy,-5.883873739659819
18,joint,actor_02_statement_02,independent_rank1,pair_0006_sad,02,02,sad,-5.641432682303069
18,joint,actor_02_statement_02,independent_rank1,pair_0007_happy,02,02,happy,-0.31603059256806887
18,joint,actor_02_statement_02,independent_rank1,pair_0007_sad,02,02,sad,0.32008183710731686
18,joint,actor_03_statement_01,raw,pair_0008_happy,03,01,happy,-11.502579281385145
18,joint,actor_03_statement_01,raw,pair_0008_sad,03,01,sad,-10.818627501805402
18,joint,actor_03_statement_01,raw,pair_0009_happy,03,01,happy,-9.46500844474858
18,joint,actor_03_statement_01,raw,pair_0009_sad,03,01,sad,-7.154477380960312
18,joint,actor_03_statement_01,source_center_noop,pair_0008_happy,03,01,happy,-11.502579281385145
18,joint,actor_03_statement_01,source_center_noop,pair_0008_sad,03,01,sad,-10.818627501805402
18,joint,actor_03_statement_01,source_center_noop,pair_0009_happy,03,01,happy,-9.46500844474858
18,joint,actor_03_statement_01,source_center_noop,pair_0009_sad,03,01,sad,-7.154477380960312
18,joint,actor_03_statement_01,independent_center,pair_0008_happy,03,01,happy,-0.24705339418347627
18,joint,actor_03_statement_01,independent_center,pair_0008_sad,03,01,sad,0.43689838539626713
18,joint,actor_03_statement_01,independent_center,pair_0009_happy,03,01,happy,1.7905174424530887
18,joint,actor_03_statement_01,independent_center,pair_0009_sad,03,01,sad,4.101048506241357
18,joint,actor_03_statement_01,independent_rank1,pair_0008_happy,03,01,happy,-0.7090830188821293
18,joint,actor_03_statement_01,independent_rank1,pair_0008_sad,03,01,sad,1.6872256296573518
18,joint,actor_03_statement_01,independent_rank1,pair_0009_happy,03,01,happy,0.9462783933535306
18,joint,actor_03_statement_01,independent_rank1,pair_0009_sad,03,01,sad,5.341066988899602
18,joint,actor_03_statement_02,raw,pair_0010_happy,03,02,happy,-43.73820575382062
18,joint,actor_03_statement_02,raw,pair_0010_sad,03,02,sad,-41.64338812521588
18,joint,actor_03_statement_02,raw,pair_0011_happy,03,02,happy,-44.524557422459544
18,joint,actor_03_statement_02,raw,pair_0011_sad,03,02,sad,-37.37027875548229
18,joint,actor_03_statement_02,source_center_noop,pair_0010_happy,03,02,happy,-43.73820575382062
18,joint,actor_03_statement_02,source_center_noop,pair_0010_sad,03,02,sad,-41.64338812521588
18,joint,actor_03_statement_02,source_center_noop,pair_0011_happy,03,02,happy,-44.524557422459544
18,joint,actor_03_statement_02,source_center_noop,pair_0011_sad,03,02,sad,-37.37027875548229
18,joint,actor_03_statement_02,independent_center,pair_0010_happy,03,02,happy,-1.3334549692285194
18,joint,actor_03_statement_02,independent_center,pair_0010_sad,03,02,sad,0.7613626593762248
18,joint,actor_03_statement_02,independent_center,pair_0011_happy,03,02,happy,-2.119806637867441
18,joint,actor_03_statement_02,independent_center,pair_0011_sad,03,02,sad,5.034472029109814
18,joint,actor_03_statement_02,independent_rank1,pair_0010_happy,03,02,happy,1.1353809147099696
18,joint,actor_03_statement_02,independent_rank1,pair_0010_sad,03,02,sad,2.5736421730687766
18,joint,actor_03_statement_02,independent_rank1,pair_0011_happy,03,02,happy,0.13153481638761377
18,joint,actor_03_statement_02,independent_rank1,pair_0011_sad,03,02,sad,8.623270939251569
18,joint,actor_04_statement_01,raw,pair_0012_happy,04,01,happy,-13.404451092462102
18,joint,actor_04_statement_01,raw,pair_0012_sad,04,01,sad,-12.947470054477677
18,joint,actor_04_statement_01,raw,pair_0013_happy,04,01,happy,-7.354494658886889
18,joint,actor_04_statement_01,raw,pair_0013_sad,04,01,sad,-9.845853127618831
18,joint,actor_04_statement_01,source_center_noop,pair_0012_happy,04,01,happy,-13.404451092462102
18,joint,actor_04_statement_01,source_center_noop,pair_0012_sad,04,01,sad,-12.947470054477677
18,joint,actor_04_statement_01,source_center_noop,pair_0013_happy,04,01,happy,-7.354494658886889
18,joint,actor_04_statement_01,source_center_noop,pair_0013_sad,04,01,sad,-9.845853127618831
18,joint,actor_04_statement_01,independent_center,pair_0012_happy,04,01,happy,-1.318287261549619
18,joint,actor_04_statement_01,independent_center,pair_0012_sad,04,01,sad,-0.8613062235651938
18,joint,actor_04_statement_01,independent_center,pair_0013_happy,04,01,happy,4.731669172025594
18,joint,actor_04_statement_01,independent_center,pair_0013_sad,04,01,sad,2.240310703293652
18,joint,actor_04_statement_01,independent_rank1,pair_0012_happy,04,01,happy,-2.471948085923355
18,joint,actor_04_statement_01,independent_rank1,pair_0012_sad,04,01,sad,-0.34685469959990556
18,joint,actor_04_statement_01,independent_rank1,pair_0013_happy,04,01,happy,4.476107754661353
18,joint,actor_04_statement_01,independent_rank1,pair_0013_sad,04,01,sad,2.1468151333657346
18,joint,actor_04_statement_02,raw,pair_0014_happy,04,02,happy,-31.8734949980491
18,joint,actor_04_statement_02,raw,pair_0014_sad,04,02,sad,-38.26940641348662
18,joint,actor_04_statement_02,raw,pair_0015_happy,04,02,happy,-34.319139132133714
18,joint,actor_04_statement_02,raw,pair_0015_sad,04,02,sad,-37.26866684256898
18,joint,actor_04_statement_02,source_center_noop,pair_0014_happy,04,02,happy,-31.8734949980491
18,joint,actor_04_statement_02,source_center_noop,pair_0014_sad,04,02,sad,-38.26940641348662
18,joint,actor_04_statement_02,source_center_noop,pair_0015_happy,04,02,happy,-34.319139132133714
18,joint,actor_04_statement_02,source_center_noop,pair_0015_sad,04,02,sad,-37.26866684256898
18,joint,actor_04_statement_02,independent_center,pair_0014_happy,04,02,happy,5.144540023023662
18,joint,actor_04_statement_02,independent_center,pair_0014_sad,04,02,sad,-1.2513713924138585
18,joint,actor_04_statement_02,independent_center,pair_0015_happy,04,02,happy,2.698895888939049
18,joint,actor_04_statement_02,independent_center,pair_0015_sad,04,02,sad,-0.25063182149622065
18,joint,actor_04_statement_02,independent_rank1,pair_0014_happy,04,02,happy,5.087560235871649
18,joint,actor_04_statement_02,independent_rank1,pair_0014_sad,04,02,sad,0.1909131486189537
18,joint,actor_04_statement_02,independent_rank1,pair_0015_happy,04,02,happy,3.7752608943808568
18,joint,actor_04_statement_02,independent_rank1,pair_0015_sad,04,02,sad,-0.6776264834130146
18,joint,actor_05_statement_01,raw,pair_0016_happy,05,01,happy,-22.00261685954355
18,joint,actor_05_statement_01,raw,pair_0016_sad,05,01,sad,-19.379178589865763
18,joint,actor_05_statement_01,raw,pair_0017_happy,05,01,happy,-15.264384843984688
18,joint,actor_05_statement_01,raw,pair_0017_sad,05,01,sad,-16.54615358972528
18,joint,actor_05_statement_01,source_center_noop,pair_0016_happy,05,01,happy,-22.00261685954355
18,joint,actor_05_statement_01,source_center_noop,pair_0016_sad,05,01,sad,-19.379178589865763
18,joint,actor_05_statement_01,source_center_noop,pair_0017_happy,05,01,happy,-15.264384843984688
18,joint,actor_05_statement_01,source_center_noop,pair_0017_sad,05,01,sad,-16.54615358972528
18,joint,actor_05_statement_01,independent_center,pair_0016_happy,05,01,happy,-8.838424798291873
18,joint,actor_05_statement_01,independent_center,pair_0016_sad,05,01,sad,-6.2149865286140855
18,joint,actor_05_statement_01,independent_center,pair_0017_happy,05,01,happy,-2.1001927827330107
18,joint,actor_05_statement_01,independent_center,pair_0017_sad,05,01,sad,-3.3819615284736013
18,joint,actor_05_statement_01,independent_rank1,pair_0016_happy,05,01,happy,-8.508477752392004
18,joint,actor_05_statement_01,independent_rank1,pair_0016_sad,05,01,sad,-8.628971580486802
18,joint,actor_05_statement_01,independent_rank1,pair_0017_happy,05,01,happy,-2.4640192891119526
18,joint,actor_05_statement_01,independent_rank1,pair_0017_sad,05,01,sad,-4.441443154029905
18,joint,actor_05_statement_02,raw,pair_0018_happy,05,02,happy,-40.520504191292574
18,joint,actor_05_statement_02,raw,pair_0018_sad,05,02,sad,-43.37803921504824
18,joint,actor_05_statement_02,raw,pair_0019_happy,05,02,happy,-27.399414862075385
18,joint,actor_05_statement_02,raw,pair_0019_sad,05,02,sad,-44.011004168925574
18,joint,actor_05_statement_02,source_center_noop,pair_0018_happy,05,02,happy,-40.520504191292574
18,joint,actor_05_statement_02,source_center_noop,pair_0018_sad,05,02,sad,-43.37803921504824
18,joint,actor_05_statement_02,source_center_noop,pair_0019_happy,05,02,happy,-27.399414862075385
18,joint,actor_05_statement_02,source_center_noop,pair_0019_sad,05,02,sad,-44.011004168925574
18,joint,actor_05_statement_02,independent_center,pair_0018_happy,05,02,happy,3.0951097885806504
18,joint,actor_05_statement_02,independent_center,pair_0018_sad,05,02,sad,0.23757476482498419
18,joint,actor_05_statement_02,independent_center,pair_0019_happy,05,02,happy,16.21619911779784
18,joint,actor_05_statement_02,independent_center,pair_0019_sad,05,02,sad,-0.3953901890523497
18,joint,actor_05_statement_02,independent_rank1,pair_0018_happy,05,02,happy,5.768958797948606
18,joint,actor_05_statement_02,independent_rank1,pair_0018_sad,05,02,sad,3.9842403741024697
18,joint,actor_05_statement_02,independent_rank1,pair_0019_happy,05,02,happy,11.015374040265968
18,joint,actor_05_statement_02,independent_rank1,pair_0019_sad,05,02,sad,-3.028324798114994
18,joint,actor_06_statement_01,raw,pair_0020_happy,06,01,happy,-11.542847533473232
18,joint,actor_06_statement_01,raw,pair_0020_sad,06,01,sad,-15.676421666928064
18,joint,actor_06_statement_01,raw,pair_0021_happy,06,01,happy,-1.8548656529967644
18,joint,actor_06_statement_01,raw,pair_0021_sad,06,01,sad,-13.99918588615477
18,joint,actor_06_statement_01,source_center_noop,pair_0020_happy,06,01,happy,-11.542847533473232
18,joint,actor_06_statement_01,source_center_noop,pair_0020_sad,06,01,sad,-15.676421666928064
18,joint,actor_06_statement_01,source_center_noop,pair_0021_happy,06,01,happy,-1.8548656529967644
18,joint,actor_06_statement_01,source_center_noop,pair_0021_sad,06,01,sad,-13.99918588615477
18,joint,actor_06_statement_01,independent_center,pair_0020_happy,06,01,happy,-0.1250627494954326
18,joint,actor_06_statement_01,independent_center,pair_0020_sad,06,01,sad,-4.258636882950265
18,joint,actor_06_statement_01,independent_center,pair_0021_happy,06,01,happy,9.562919130981035
18,joint,actor_06_statement_01,independent_center,pair_0021_sad,06,01,sad,-2.5814011021769705
18,joint,actor_06_statement_01,independent_rank1,pair_0020_happy,06,01,happy,-1.4589367061853196
18,joint,actor_06_statement_01,independent_rank1,pair_0020_sad,06,01,sad,-4.974223693074755
18,joint,actor_06_statement_01,independent_rank1,pair_0021_happy,06,01,happy,10.089216783416944
18,joint,actor_06_statement_01,independent_rank1,pair_0021_sad,06,01,sad,-3.6144616698313143
18,joint,actor_06_statement_02,raw,pair_0022_happy,06,02,happy,-40.587457449834616
18,joint,actor_06_statement_02,raw,pair_0022_sad,06,02,sad,-40.968257319744836
18,joint,actor_06_statement_02,raw,pair_0023_happy,06,02,happy,-36.181866105534105
18,joint,actor_06_statement_02,raw,pair_0023_sad,06,02,sad,-46.12880810367974
18,joint,actor_06_statement_02,source_center_noop,pair_0022_happy,06,02,happy,-40.587457449834616
18,joint,actor_06_statement_02,source_center_noop,pair_0022_sad,06,02,sad,-40.968257319744836
18,joint,actor_06_statement_02,source_center_noop,pair_0023_happy,06,02,happy,-36.181866105534105
18,joint,actor_06_statement_02,source_center_noop,pair_0023_sad,06,02,sad,-46.12880810367974
18,joint,actor_06_statement_02,independent_center,pair_0022_happy,06,02,happy,3.331254994360023
18,joint,actor_06_statement_02,independent_center,pair_0022_sad,06,02,sad,2.950455124449803
18,joint,actor_06_statement_02,independent_center,pair_0023_happy,06,02,happy,7.736846338660534
18,joint,actor_06_statement_02,independent_center,pair_0023_sad,06,02,sad,-2.2100956594850985
18,joint,actor_06_statement_02,independent_rank1,pair_0022_happy,06,02,happy,-0.27761928895582955
18,joint,actor_06_statement_02,independent_rank1,pair_0022_sad,06,02,sad,7.887652663452858
18,joint,actor_06_statement_02,independent_rank1,pair_0023_happy,06,02,happy,6.354309360678155
18,joint,actor_06_statement_02,independent_rank1,pair_0023_sad,06,02,sad,-0.20384059880759864
18,joint,actor_07_statement_01,raw,pair_0024_happy,07,01,happy,-6.36832863745666
18,joint,actor_07_statement_01,raw,pair_0024_sad,07,01,sad,-4.966093124496481
18,joint,actor_07_statement_01,raw,pair_0025_happy,07,01,happy,-3.117521763817088
18,joint,actor_07_statement_01,raw,pair_0025_sad,07,01,sad,-8.401225858575021
18,joint,actor_07_statement_01,source_center_noop,pair_0024_happy,07,01,happy,-6.36832863745666
18,joint,actor_07_statement_01,source_center_noop,pair_0024_sad,07,01,sad,-4.966093124496481
18,joint,actor_07_statement_01,source_center_noop,pair_0025_happy,07,01,happy,-3.117521763817088
18,joint,actor_07_statement_01,source_center_noop,pair_0025_sad,07,01,sad,-8.401225858575021
18,joint,actor_07_statement_01,independent_center,pair_0024_happy,07,01,happy,-0.06835427713405018
18,joint,actor_07_statement_01,independent_center,pair_0024_sad,07,01,sad,1.3338812358261283
18,joint,actor_07_statement_01,independent_center,pair_0025_happy,07,01,happy,3.182452596505522
18,joint,actor_07_statement_01,independent_center,pair_0025_sad,07,01,sad,-2.1012514982524113
18,joint,actor_07_statement_01,independent_rank1,pair_0024_happy,07,01,happy,-0.8883534907640893
18,joint,actor_07_statement_01,independent_rank1,pair_0024_sad,07,01,sad,0.7695643307300877
18,joint,actor_07_statement_01,independent_rank1,pair_0025_happy,07,01,happy,3.047809931874962
18,joint,actor_07_statement_01,independent_rank1,pair_0025_sad,07,01,sad,-1.9783538742398754
18,joint,actor_07_statement_02,raw,pair_0026_happy,07,02,happy,-30.80617153199818
18,joint,actor_07_statement_02,raw,pair_0026_sad,07,02,sad,-30.615309268060418
18,joint,actor_07_statement_02,raw,pair_0027_happy,07,02,happy,-30.80617153199818
18,joint,actor_07_statement_02,raw,pair_0027_sad,07,02,sad,-25.23670591951378
18,joint,actor_07_statement_02,source_center_noop,pair_0026_happy,07,02,happy,-30.80617153199818
18,joint,actor_07_statement_02,source_center_noop,pair_0026_sad,07,02,sad,-30.615309268060418
18,joint,actor_07_statement_02,source_center_noop,pair_0027_happy,07,02,happy,-30.80617153199818
18,joint,actor_07_statement_02,source_center_noop,pair_0027_sad,07,02,sad,-25.23670591951378
18,joint,actor_07_statement_02,independent_center,pair_0026_happy,07,02,happy,4.3471434896032335
18,joint,actor_07_statement_02,independent_center,pair_0026_sad,07,02,sad,4.538005753540997
18,joint,actor_07_statement_02,independent_center,pair_0027_happy,07,02,happy,4.3471434896032335
18,joint,actor_07_statement_02,independent_center,pair_0027_sad,07,02,sad,9.916609102087634
18,joint,actor_07_statement_02,independent_rank1,pair_0026_happy,07,02,happy,4.068483228693118
18,joint,actor_07_statement_02,independent_rank1,pair_0026_sad,07,02,sad,4.973934197738316
18,joint,actor_07_statement_02,independent_rank1,pair_0027_happy,07,02,happy,4.068483228693118
18,joint,actor_07_statement_02,independent_rank1,pair_0027_sad,07,02,sad,7.924352106166943
18,joint,actor_08_statement_01,raw,pair_0028_happy,08,01,happy,-23.970582723802345
18,joint,actor_08_statement_01,raw,pair_0028_sad,08,01,sad,-36.43013661128101
18,joint,actor_08_statement_01,raw,pair_0029_happy,08,01,happy,-20.1141008312813
18,joint,actor_08_statement_01,raw,pair_0029_sad,08,01,sad,-29.172434971494624
18,joint,actor_08_statement_01,source_center_noop,pair_0028_happy,08,01,happy,-23.970582723802345
