control,seed,pair_id,actor,statement,repetition,intensity,condition_id,prompt,happy_verbalizer,sad_verbalizer,happy_token_ids,sad_token_ids,layer_index,layer,patch_site,happy_sample_id,sad_sample_id,happy_target_donor_sample_id,happy_target_donor_emotion,happy_target_donor_actor,happy_donor_same_emotion,happy_donor_same_actor,happy_donor_same_content,happy_donor_is_matched_counterpart,sad_target_donor_sample_id,sad_target_donor_emotion,sad_target_donor_actor,sad_donor_same_emotion,sad_donor_same_actor,sad_donor_same_content,sad_donor_is_matched_counterpart,baseline_happy_margin,baseline_sad_margin,patched_happy_target_margin,patched_sad_target_margin,happy_donor_aligned_effect,sad_donor_aligned_effect,counterfactual_effect,happy_direction,sad_direction,error
matched_swap,1234,pair_0055,14,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0055_happy,pair_0055_sad,pair_0055_sad,sad,14,False,True,True,True,pair_0055_happy,happy,14,False,True,True,True,-3.342623710632324,-3.860836982727051,-3.528103828430176,-3.6745615005493164,0.18548011779785156,0.18627548217773438,0.18587779998779297,True,True,
matched_swap,1234,pair_0056,15,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0056_happy,pair_0056_sad,pair_0056_sad,sad,15,False,True,True,True,pair_0056_happy,happy,15,False,True,True,True,-4.2308454513549805,-3.936354637145996,-4.031215667724609,-4.121431350708008,-0.1996297836303711,-0.18507671356201172,-0.1923532485961914,False,False,
matched_swap,1234,pair_0057,15,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0057_happy,pair_0057_sad,pair_0057_sad,sad,15,False,True,True,True,pair_0057_happy,happy,15,False,True,True,True,-4.441143989562988,-4.258549690246582,-4.458929061889648,-4.2452192306518555,0.017785072326660156,0.013330459594726562,0.01555776596069336,True,True,
matched_swap,1234,pair_0058,15,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0058_happy,pair_0058_sad,pair_0058_sad,sad,15,False,True,True,True,pair_0058_happy,happy,15,False,True,True,True,-3.8000125885009766,-3.390517234802246,-3.7979488372802734,-3.390256881713867,-0.002063751220703125,0.00026035308837890625,-0.0009016990661621094,False,True,
matched_swap,1234,pair_0059,15,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0059_happy,pair_0059_sad,pair_0059_sad,sad,15,False,True,True,True,pair_0059_happy,happy,15,False,True,True,True,-3.5927467346191406,-4.272627830505371,-3.7416229248046875,-4.128352165222168,0.14887619018554688,0.14427566528320312,0.146575927734375,True,True,
matched_swap,1234,pair_0060,16,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0060_happy,pair_0060_sad,pair_0060_sad,sad,16,False,True,True,True,pair_0060_happy,happy,16,False,True,True,True,-4.75277042388916,-4.683341026306152,-4.846139907836914,-4.596912384033203,0.0933694839477539,0.08642864227294922,0.08989906311035156,True,True,
matched_swap,1234,pair_0061,16,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0061_happy,pair_0061_sad,pair_0061_sad,sad,16,False,True,True,True,pair_0061_happy,happy,16,False,True,True,True,-4.656559944152832,-4.103072166442871,-4.779191970825195,-3.9733848571777344,0.12263202667236328,0.12968730926513672,0.12615966796875,True,True,
matched_swap,1234,pair_0062,16,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0062_happy,pair_0062_sad,pair_0062_sad,sad,16,False,True,True,True,pair_0062_happy,happy,16,False,True,True,True,-3.5628490447998047,-3.536867141723633,-3.5412111282348633,-3.565624237060547,-0.021637916564941406,-0.028757095336914062,-0.025197505950927734,False,False,
matched_swap,1234,pair_0063,16,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0063_happy,pair_0063_sad,pair_0063_sad,sad,16,False,True,True,True,pair_0063_happy,happy,16,False,True,True,True,-3.247847557067871,-3.712735176086426,-3.387950897216797,-3.577760696411133,0.14010334014892578,0.13497447967529297,0.13753890991210938,True,True,
matched_swap,1234,pair_0064,17,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0064_happy,pair_0064_sad,pair_0064_sad,sad,17,False,True,True,True,pair_0064_happy,happy,17,False,True,True,True,-4.45332145690918,-4.43443489074707,-4.3592376708984375,-4.532282829284668,-0.09408378601074219,-0.09784793853759766,-0.09596586227416992,False,False,
matched_swap,1234,pair_0065,17,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0065_happy,pair_0065_sad,pair_0065_sad,sad,17,False,True,True,True,pair_0065_happy,happy,17,False,True,True,True,-4.348773002624512,-4.289777755737305,-4.385682106018066,-4.276335716247559,0.03690910339355469,0.013442039489746094,0.02517557144165039,True,True,
matched_swap,1234,pair_0066,17,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0066_happy,pair_0066_sad,pair_0066_sad,sad,17,False,True,True,True,pair_0066_happy,happy,17,False,True,True,True,-3.9196691513061523,-4.150017738342285,-3.9631614685058594,-4.110445976257324,0.04349231719970703,0.03957176208496094,0.041532039642333984,True,True,
matched_swap,1234,pair_0067,17,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0067_happy,pair_0067_sad,pair_0067_sad,sad,17,False,True,True,True,pair_0067_happy,happy,17,False,True,True,True,-3.822307586669922,-3.496471405029297,-3.7566165924072266,-3.5538978576660156,-0.06569099426269531,-0.05742645263671875,-0.06155872344970703,False,False,
matched_swap,1234,pair_0068,18,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0068_happy,pair_0068_sad,pair_0068_sad,sad,18,False,True,True,True,pair_0068_happy,happy,18,False,True,True,True,-4.009378433227539,-4.21242618560791,-3.7416276931762695,-4.486174583435059,-0.26775074005126953,-0.27374839782714844,-0.270749568939209,False,False,
matched_swap,1234,pair_0069,18,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0069_happy,pair_0069_sad,pair_0069_sad,sad,18,False,True,True,True,pair_0069_happy,happy,18,False,True,True,True,-3.739529609680176,-4.420637130737305,-3.616154670715332,-4.531681060791016,-0.12337493896484375,-0.11104393005371094,-0.11720943450927734,False,False,
matched_swap,1234,pair_0070,18,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0070_happy,pair_0070_sad,pair_0070_sad,sad,18,False,True,True,True,pair_0070_happy,happy,18,False,True,True,True,-3.8490285873413086,-4.095075607299805,-3.78269100189209,-4.133855819702148,-0.06633758544921875,-0.03878021240234375,-0.05255889892578125,False,False,
matched_swap,1234,pair_0071,18,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0071_happy,pair_0071_sad,pair_0071_sad,sad,18,False,True,True,True,pair_0071_happy,happy,18,False,True,True,True,-4.281864166259766,-3.828857421875,-4.744838714599609,-3.587080955505371,0.46297454833984375,0.2417764663696289,0.35237550735473633,True,True,
matched_swap,1234,pair_0072,19,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0072_happy,pair_0072_sad,pair_0072_sad,sad,19,False,True,True,True,pair_0072_happy,happy,19,False,True,True,True,-4.446926116943359,-4.709860801696777,-4.636801719665527,-4.5379228591918945,0.18987560272216797,0.1719379425048828,0.1809067726135254,True,True,
matched_swap,1234,pair_0073,19,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0073_happy,pair_0073_sad,pair_0073_sad,sad,19,False,True,True,True,pair_0073_happy,happy,19,False,True,True,True,-4.707802772521973,-4.421674728393555,-5.014752388000488,-4.122772216796875,0.3069496154785156,0.2989025115966797,0.30292606353759766,True,True,
matched_swap,1234,pair_0074,19,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0074_happy,pair_0074_sad,pair_0074_sad,sad,19,False,True,True,True,pair_0074_happy,happy,19,False,True,True,True,-4.120580673217773,-5.197248458862305,-4.641165733337402,-4.663181304931641,0.5205850601196289,0.5340671539306641,0.5273261070251465,True,True,
matched_swap,1234,pair_0075,19,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0075_happy,pair_0075_sad,pair_0075_sad,sad,19,False,True,True,True,pair_0075_happy,happy,19,False,True,True,True,-3.3032093048095703,-3.2462730407714844,-3.654752731323242,-2.878528594970703,0.3515434265136719,0.36774444580078125,0.35964393615722656,True,True,
matched_swap,1234,pair_0076,20,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0076_happy,pair_0076_sad,pair_0076_sad,sad,20,False,True,True,True,pair_0076_happy,happy,20,False,True,True,True,-4.545590400695801,-4.708185195922852,-4.655707359313965,-4.603979110717773,0.11011695861816406,0.10420608520507812,0.1071615219116211,True,True,
matched_swap,1234,pair_0077,20,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0077_happy,pair_0077_sad,pair_0077_sad,sad,20,False,True,True,True,pair_0077_happy,happy,20,False,True,True,True,-4.142267227172852,-4.001328468322754,-4.136252403259277,-4.030506134033203,-0.006014823913574219,-0.02917766571044922,-0.01759624481201172,False,False,
matched_swap,1234,pair_0078,20,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0078_happy,pair_0078_sad,pair_0078_sad,sad,20,False,True,True,True,pair_0078_happy,happy,20,False,True,True,True,-3.501744270324707,-3.452755928039551,-3.178579330444336,-4.002643585205078,-0.3231649398803711,-0.5498876571655273,-0.4365262985229492,False,False,
matched_swap,1234,pair_0079,20,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0079_happy,pair_0079_sad,pair_0079_sad,sad,20,False,True,True,True,pair_0079_happy,happy,20,False,True,True,True,-3.864945411682129,-3.657623291015625,-3.7629079818725586,-3.7423629760742188,-0.10203742980957031,-0.08473968505859375,-0.09338855743408203,False,False,
matched_swap,1234,pair_0080,21,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0080_happy,pair_0080_sad,pair_0080_sad,sad,21,False,True,True,True,pair_0080_happy,happy,21,False,True,True,True,-4.269932746887207,-4.094749450683594,-4.354714393615723,-3.992375373840332,0.08478164672851562,0.10237407684326172,0.09357786178588867,True,True,
matched_swap,1234,pair_0081,21,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0081_happy,pair_0081_sad,pair_0081_sad,sad,21,False,True,True,True,pair_0081_happy,happy,21,False,True,True,True,-4.222226142883301,-4.202028274536133,-4.390867233276367,-4.035719871520996,0.1686410903930664,0.16630840301513672,0.16747474670410156,True,True,
matched_swap,1234,pair_0082,21,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0082_happy,pair_0082_sad,pair_0082_sad,sad,21,False,True,True,True,pair_0082_happy,happy,21,False,True,True,True,-3.7764806747436523,-3.3417797088623047,-3.802032470703125,-3.295316696166992,0.025551795959472656,0.0464630126953125,0.03600740432739258,True,True,
matched_swap,1234,pair_0083,21,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0083_happy,pair_0083_sad,pair_0083_sad,sad,21,False,True,True,True,pair_0083_happy,happy,21,False,True,True,True,-3.3170061111450195,-3.4587507247924805,-3.271299362182617,-3.4975595474243164,-0.045706748962402344,-0.03880882263183594,-0.04225778579711914,False,False,
matched_swap,1234,pair_0084,22,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0084_happy,pair_0084_sad,pair_0084_sad,sad,22,False,True,True,True,pair_0084_happy,happy,22,False,True,True,True,-4.489830017089844,-4.763829231262207,-4.508854866027832,-4.752925872802734,0.01902484893798828,0.010903358459472656,0.014964103698730469,True,True,
matched_swap,1234,pair_0085,22,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0085_happy,pair_0085_sad,pair_0085_sad,sad,22,False,True,True,True,pair_0085_happy,happy,22,False,True,True,True,-4.0361328125,-4.440179824829102,-4.28157901763916,-4.222357749938965,0.24544620513916016,0.21782207489013672,0.23163414001464844,True,True,
matched_swap,1234,pair_0086,22,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0086_happy,pair_0086_sad,pair_0086_sad,sad,22,False,True,True,True,pair_0086_happy,happy,22,False,True,True,True,-3.606236457824707,-3.6647815704345703,-3.687044143676758,-3.5869388580322266,0.08080768585205078,0.07784271240234375,0.07932519912719727,True,True,
matched_swap,1234,pair_0087,22,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0087_happy,pair_0087_sad,pair_0087_sad,sad,22,False,True,True,True,pair_0087_happy,happy,22,False,True,True,True,-3.639232635498047,-3.512507438659668,-3.5142383575439453,-3.610417366027832,-0.12499427795410156,-0.09790992736816406,-0.11145210266113281,False,False,
matched_swap,1234,pair_0088,23,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0088_happy,pair_0088_sad,pair_0088_sad,sad,23,False,True,True,True,pair_0088_happy,happy,23,False,True,True,True,-4.401373863220215,-4.017246246337891,-4.624750137329102,-3.8226184844970703,0.22337627410888672,0.1946277618408203,0.20900201797485352,True,True,
matched_swap,1234,pair_0089,23,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0089_happy,pair_0089_sad,pair_0089_sad,sad,23,False,True,True,True,pair_0089_happy,happy,23,False,True,True,True,-4.488683700561523,-4.408108711242676,-4.563174247741699,-4.34195613861084,0.07449054718017578,0.06615257263183594,0.07032155990600586,True,True,
matched_swap,1234,pair_0090,23,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0090_happy,pair_0090_sad,pair_0090_sad,sad,23,False,True,True,True,pair_0090_happy,happy,23,False,True,True,True,-3.9674129486083984,-3.457728385925293,-3.891329765319824,-3.470625877380371,-0.07608318328857422,-0.012897491455078125,-0.04449033737182617,False,False,
matched_swap,1234,pair_0091,23,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0091_happy,pair_0091_sad,pair_0091_sad,sad,23,False,True,True,True,pair_0091_happy,happy,23,False,True,True,True,-3.599262237548828,-3.1792831420898438,-3.7729949951171875,-2.9972057342529297,0.17373275756835938,0.18207740783691406,0.17790508270263672,True,True,
matched_swap,1234,pair_0092,24,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0092_happy,pair_0092_sad,pair_0092_sad,sad,24,False,True,True,True,pair_0092_happy,happy,24,False,True,True,True,-4.097410202026367,-4.705523490905762,-4.409207344055176,-4.402129173278809,0.3117971420288086,0.3033943176269531,0.30759572982788086,True,True,
matched_swap,1234,pair_0093,24,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0093_happy,pair_0093_sad,pair_0093_sad,sad,24,False,True,True,True,pair_0093_happy,happy,24,False,True,True,True,-4.18414306640625,-4.594043731689453,-4.463174819946289,-4.324604034423828,0.27903175354003906,0.269439697265625,0.27423572540283203,True,True,
matched_swap,1234,pair_0094,24,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0094_happy,pair_0094_sad,pair_0094_sad,sad,24,False,True,True,True,pair_0094_happy,happy,24,False,True,True,True,-3.719449996948242,-3.6296300888061523,-3.892634391784668,-3.4297189712524414,0.17318439483642578,0.19991111755371094,0.18654775619506836,True,True,
matched_swap,1234,pair_0095,24,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0095_happy,pair_0095_sad,pair_0095_sad,sad,24,False,True,True,True,pair_0095_happy,happy,24,False,True,True,True,-3.743424415588379,-3.6264333724975586,-3.66568660736084,-3.709954261779785,-0.07773780822753906,-0.08352088928222656,-0.08062934875488281,False,False,
same_emotion,1234,pair_0000,01,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0000_happy,pair_0000_sad,pair_0060_happy,happy,16,True,False,True,False,pair_0016_sad,sad,05,True,False,True,False,-4.591672897338867,-4.47248649597168,-4.618027687072754,-4.4226789474487305,-0.02635478973388672,-0.04980754852294922,-0.03808116912841797,False,False,
same_emotion,1234,pair_0001,01,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0001_happy,pair_0001_sad,pair_0005_happy,happy,02,True,False,True,False,pair_0013_sad,sad,04,True,False,True,False,-4.798406600952148,-4.813985824584961,-4.599082946777344,-4.702090263366699,0.1993236541748047,-0.11189556121826172,0.043714046478271484,True,False,
same_emotion,1234,pair_0002,01,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0002_happy,pair_0002_sad,pair_0078_happy,happy,20,True,False,True,False,pair_0010_sad,sad,03,True,False,True,False,-3.5345897674560547,-3.9419260025024414,-3.550898551940918,-3.9048986434936523,-0.01630878448486328,-0.03702735900878906,-0.026668071746826172,False,False,
same_emotion,1234,pair_0003,01,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0003_happy,pair_0003_sad,pair_0091_happy,happy,23,True,False,True,False,pair_0095_sad,sad,24,True,False,True,False,-3.505204200744629,-3.603891372680664,-3.3845205307006836,-3.5939559936523438,0.12068367004394531,-0.009935379028320312,0.0553741455078125,True,False,
same_emotion,1234,pair_0004,02,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0004_happy,pair_0004_sad,pair_0012_happy,happy,04,True,False,True,False,pair_0016_sad,sad,05,True,False,True,False,-4.263088226318359,-4.868241310119629,-4.292692184448242,-4.808590888977051,-0.029603958129882812,-0.059650421142578125,-0.04462718963623047,False,False,
same_emotion,1234,pair_0005,02,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0005_happy,pair_0005_sad,pair_0049_happy,happy,13,True,False,True,False,pair_0033_sad,sad,09,True,False,True,False,-4.474987983703613,-4.69724178314209,-4.471871376037598,-4.828799247741699,0.003116607666015625,0.13155746459960938,0.0673370361328125,True,True,
same_emotion,1234,pair_0006,02,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0006_happy,pair_0006_sad,pair_0002_happy,happy,01,True,False,True,False,pair_0002_sad,sad,01,True,False,True,False,-3.509410858154297,-3.775043487548828,-3.219552993774414,-3.704233169555664,0.2898578643798828,-0.07081031799316406,0.10952377319335938,True,False,
same_emotion,1234,pair_0007,02,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0007_happy,pair_0007_sad,pair_0003_happy,happy,01,True,False,True,False,pair_0051_sad,sad,13,True,False,True,False,-3.408013343811035,-3.4811534881591797,-3.190152168273926,-3.4769506454467773,0.21786117553710938,-0.004202842712402344,0.10682916641235352,True,False,
same_emotion,1234,pair_0008,03,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0008_happy,pair_0008_sad,pair_0084_happy,happy,22,True,False,True,False,pair_0080_sad,sad,21,True,False,True,False,-4.699075698852539,-4.584714889526367,-4.637761116027832,-4.610147476196289,0.06131458282470703,0.025432586669921875,0.04337358474731445,True,True,
same_emotion,1234,pair_0009,03,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0009_happy,pair_0009_sad,pair_0065_happy,happy,17,True,False,True,False,pair_0081_sad,sad,21,True,False,True,False,-4.718827247619629,-4.377326965332031,-4.680715560913086,-4.498449325561523,0.03811168670654297,0.12112236022949219,0.07961702346801758,True,True,
same_emotion,1234,pair_0010,03,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0010_happy,pair_0010_sad,pair_0062_happy,happy,16,True,False,True,False,pair_0022_sad,sad,06,True,False,True,False,-3.6949520111083984,-3.369940757751465,-3.775493621826172,-3.448427200317383,-0.08054161071777344,0.07848644256591797,-0.0010275840759277344,False,True,
same_emotion,1234,pair_0011,03,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0011_happy,pair_0011_sad,pair_0015_happy,happy,04,True,False,True,False,pair_0027_sad,sad,07,True,False,True,False,-3.524911880493164,-3.3314523696899414,-3.629420280456543,-3.39162540435791,-0.1045083999633789,0.06017303466796875,-0.022167682647705078,False,True,
same_emotion,1234,pair_0012,04,01,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0012_happy,pair_0012_sad,pair_0092_happy,happy,24,True,False,True,False,pair_0016_sad,sad,05,True,False,True,False,-4.6027326583862305,-4.866767883300781,-4.473411560058594,-4.621488571166992,0.12932109832763672,-0.24527931213378906,-0.05797910690307617,True,False,
same_emotion,1234,pair_0013,04,01,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0013_happy,pair_0013_sad,pair_0001_happy,happy,01,True,False,True,False,pair_0069_sad,sad,18,True,False,True,False,-4.569597244262695,-4.604328155517578,-4.684380531311035,-4.396747589111328,-0.11478328704833984,-0.20758056640625,-0.16118192672729492,False,False,
same_emotion,1234,pair_0014,04,02,01,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0014_happy,pair_0014_sad,pair_0066_happy,happy,17,True,False,True,False,pair_0034_sad,sad,09,True,False,True,False,-3.6035594940185547,-3.5703697204589844,-3.788543701171875,-3.8041248321533203,-0.1849842071533203,0.23375511169433594,0.024385452270507812,False,True,
same_emotion,1234,pair_0015,04,02,02,01,upper_prompt__lower_spaced,Listen to the speech. Is the speaker HAPPY or SAD? Answer only HAPPY or SAD., happy, sad,[6247],[12421],17,layer_17,post_decoder_block_output,pair_0015_happy,pair_0015_sad,pair_0011_happy,happy,03,True,False,True,False,pair_0091_sad,sad,23,True,False,True,False,-3.383669853210449,-3.80855655670166,-3.294562339782715,-3.5897750854492188,0.08910751342773438,-0.2187814712524414,-0.06483697891235352,True,False,
